DATE,DATA_IN,DATA_OUT,UNIQUE_CONN
2018-09-01 00:00:00,25723584740,134862640345,3017
2018-09-02 00:00:00,32266103197,151602916090,4329
2018-09-03 00:00:00,26447505024,131791812226,4698
2018-09-04 00:00:00,24122226216,122240146051,4237
2018-09-05 00:00:00,38052624923,169136085314,5422
2018-09-06 00:00:00,28826565213,137535815334,5348
2018-09-07 00:00:00,38068395983,168510443779,5618
2018-09-08 00:00:00,43115984132,146030868274,6037
2018-09-09 00:00:00,50175632096,209089983898,6373
2018-09-10 00:00:00,38919634743,160094589411,5658
2018-09-11 00:00:00,37596298900,191659844251,5480
2018-09-12 00:00:00,35741317878,183401023385,6148
2018-09-13 00:00:00,42319045634,242686650397,7675
2018-09-14 00:00:00,29674844676,197889419455,5163
2018-09-15 00:00:00,42915278254,189280589125,5834
2018-09-16 00:00:00,47802462597,196654028764,5447
2018-09-17 00:00:00,43048814692,206949059508,6096
2018-09-18 00:00:00,35987790176,207549275875,6091
2018-09-19 00:00:00,40126399871,198226951226,6498
2018-09-20 00:00:00,35328440373,186820541814,7101
2018-09-21 00:00:00,44398965727,201619122954,6920
2018-09-22 00:00:00,35478586569,129050630701,5349
2018-09-23 00:00:00,33756910638,125301756582,4629
2018-09-24 00:00:00,20472077590,110051476222,4071
2018-09-25 00:00:00,25731167854,127751529521,4524
2018-09-26 00:00:00,25531325115,139850984394,5414
2018-09-27 00:00:00,32001339743,174213340044,5602
2018-09-28 00:00:00,48855093087,221603670304,7429
2018-09-29 00:00:00,56948940365,250243876694,9924
2018-09-30 00:00:00,40817358582,149246931071,5377
