"date";"new_users";"returning_users";"average_online";"max_online";"dwell_5m";"dwell_10m";"dwell_30m";"dwell_60m";"dwell_long"
2018-10-01 00:00:00;497;3084;146;684;10104;2398;1843;248;118
2018-10-02 00:00:00;384;2899;135;519;9070;2049;1727;267;138
2018-10-03 00:00:00;492;3142;152;820;10099;2359;1912;293;156
2018-10-04 00:00:00;608;3328;172;863;11503;2858;2264;295;153
2018-10-05 00:00:00;800;3458;221;995;15012;3651;2709;412;213
2018-10-06 00:00:00;838;3024;225;912;15996;3846;2614;417;161
2018-10-07 00:00:00;692;2831;185;764;13571;3115;2136;326;97
2018-10-08 00:00:00;542;3156;167;625;11264;2748;2060;313;131
2018-10-09 00:00:00;644;3537;194;866;12919;3220;2414;367;169
2018-10-10 00:00:00;856;3795;223;949;15334;3869;2684;413;152
2018-10-11 00:00:00;432;2838;147;544;10407;2365;1770;259;115
2018-10-12 00:00:00;483;2516;149;661;10814;2507;1632;248;125
2018-10-13 00:00:00;594;2076;146;592;10137;2484;1643;241;101
2018-10-14 00:00:00;764;2757;191;805;13194;3194;2251;330;142
2018-10-15 00:00:00;700;3145;188;804;12011;2910;2098;343;174
2018-10-16 00:00:00;665;3190;175;839;12181;2963;2119;302;139
2018-10-17 00:00:00;601;3505;192;752;13313;3067;2306;325;194
2018-10-18 00:00:00;569;3786;197;784;13187;3253;2433;399;178
2018-10-19 00:00:00;554;3618;193;684;13791;3074;2265;338;155
2018-10-20 00:00:00;803;2719;191;812;13970;3378;2234;275;111
2018-10-21 00:00:00;529;2254;135;647;9752;2309;1637;191;102
2018-10-22 00:00:00;465;2921;149;592;10124;2374;1786;295;136
2018-10-23 00:00:00;359;2844;129;549;8789;2038;1616;237;122
2018-10-24 00:00:00;347;2304;108;529;7033;1603;1331;225;132
2018-10-25 00:00:00;480;3050;141;611;9703;2293;1783;230;123
2018-10-26 00:00:00;678;3133;182;722;12697;3138;2224;298;135
2018-10-27 00:00:00;389;2044;117;488;8338;1977;1405;167;98
2018-10-28 00:00:00;455;2114;97;792;9076;2177;1506;236;112
2018-10-29 00:00:00;695;2832;130;533;13498;3274;2310;313;107
2018-10-30 00:00:00;447;2146;149;672;9825;2209;1499;174;74
2018-10-31 00:00:00;480;2725;0;0;10580;2509;1816;261;101
